"","edibility","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachement","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_type","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"3061","poisonous","convex","fibrous","gray","no","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","green","brown","partial","white","one","large","chocolate","solitary","wood"
"3062","poisonous","convex","scaly","white","no","creosote","free","crowded","narrow","gray","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","wood"
"3063","poisonous","convex","fibrous","gray","no","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","paths"
"3064","edible","flat","smooth","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","brown","several","wood"
"3065","poisonous","convex","smooth","yellow","no","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white","one","large","chocolate","solitary","paths"
"3066","edible","flat","smooth","gray","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","brown","several","wood"
"3067","edible","flat","smooth","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","black","solitary","wood"
"3068","edible","flat","smooth","gray","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","black","solitary","wood"
"3069","poisonous","convex","scaly","white","no","creosote","free","close","narrow","pink","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","wood"
"3070","poisonous","convex","fibrous","gray","no","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white","one","large","chocolate","several","paths"
"3071","edible","flat","smooth","gray","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","wood"
"3072","edible","convex","smooth","brown","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","black","solitary","wood"
"3073","edible","flat","smooth","gray","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","solitary","wood"
"3074","poisonous","convex","fibrous","gray","no","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","green","partial","white","one","large","chocolate","several","paths"
"3075","edible","flat","smooth","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","brown","solitary","wood"
"3076","poisonous","flat","fibrous","gray","no","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","green","buff","partial","white","one","large","chocolate","solitary","paths"
"3077","edible","flat","fibrous","red","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","brown","solitary","wood"
"3078","edible","convex","fibrous","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","wood"
"3079","poisonous","flat","fibrous","gray","no","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","green","buff","partial","white","one","large","chocolate","several","paths"
"3080","edible","flat","smooth","gray","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","black","several","wood"
"3081","edible","flat","smooth","gray","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","brown","solitary","wood"
"3082","edible","flat","smooth","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","brown","solitary","wood"
"3083","poisonous","convex","fibrous","gray","no","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","green","green","partial","white","one","large","chocolate","several","paths"
"3084","edible","flat","fibrous","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"3085","edible","flat","smooth","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","several","wood"
"3086","poisonous","convex","fibrous","gray","no","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","green","partial","white","one","large","chocolate","several","grasses"
"3087","edible","flat","smooth","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","black","solitary","wood"
"3088","poisonous","convex","fibrous","gray","no","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","green","buff","partial","white","one","large","chocolate","solitary","wood"
"3089","edible","flat","smooth","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","brown","solitary","wood"
"3090","poisonous","convex","fibrous","gray","no","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","solitary","grasses"
"3091","poisonous","convex","fibrous","gray","no","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","green","partial","white","one","large","chocolate","solitary","paths"
"3092","poisonous","convex","fibrous","gray","no","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","solitary","grasses"
"3093","edible","flat","smooth","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","solitary","wood"
"3094","poisonous","convex","fibrous","gray","no","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","buff","partial","white","one","large","chocolate","several","grasses"
"3095","edible","flat","fibrous","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","brown","several","wood"
"3096","poisonous","convex","scaly","gray","no","creosote","free","crowded","narrow","gray","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"3097","edible","flat","smooth","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","black","several","wood"
"3098","poisonous","convex","scaly","pink","no","creosote","free","close","narrow","pink","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","wood"
"3099","edible","flat","fibrous","red","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","solitary","wood"
"3100","edible","flat","fibrous","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","solitary","wood"
"3101","edible","flat","smooth","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","black","solitary","wood"
"3102","edible","flat","smooth","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","black","solitary","wood"
